game,seed,t,split,policy,action,mean,std,ci95,n,advantage
game_20260823.z8,20260823,2,train,random_uniform,inventory,0.0,0.0,0.0,4,0.0
game_20260823.z8,20260823,2,train,random_uniform,look,0.0,0.0,0.0,4,0.0
game_20260824.z8,20260824,0,train,oracle_success,examine bowl,0.0,0.0,0.0,4,-0.16666666666666666
game_20260824.z8,20260824,0,train,oracle_success,examine gummy bear,0.0,0.0,0.0,4,-0.16666666666666666
game_20260824.z8,20260824,0,train,oracle_success,go south,1.0,0.0,0.0,4,0.8333333333333334
game_20260824.z8,20260824,0,train,oracle_success,inventory,0.0,0.0,0.0,4,-0.16666666666666666
game_20260824.z8,20260824,0,train,oracle_success,look,0.0,0.0,0.0,4,-0.16666666666666666
game_20260824.z8,20260824,0,train,oracle_success,take gummy bear,0.0,0.0,0.0,4,-0.16666666666666666
game_20260824.z8,20260824,0,train,random_uniform,examine bowl,0.0,0.0,0.0,4,-0.041666666666666664
game_20260824.z8,20260824,0,train,random_uniform,examine gummy bear,0.0,0.0,0.0,4,-0.041666666666666664
game_20260824.z8,20260824,0,train,random_uniform,go south,0.25,0.5,0.49,4,0.20833333333333334
game_20260824.z8,20260824,0,train,random_uniform,inventory,0.0,0.0,0.0,4,-0.041666666666666664
game_20260824.z8,20260824,0,train,random_uniform,look,0.0,0.0,0.0,4,-0.041666666666666664
game_20260824.z8,20260824,0,train,random_uniform,take gummy bear,0.0,0.0,0.0,4,-0.041666666666666664
game_20260824.z8,20260824,1,train,oracle_success,go east,1.0,0.0,0.0,4,0.75
game_20260824.z8,20260824,1,train,oracle_success,go north,0.0,0.0,0.0,4,-0.25
game_20260824.z8,20260824,1,train,oracle_success,inventory,0.0,0.0,0.0,4,-0.25
game_20260824.z8,20260824,1,train,oracle_success,look,0.0,0.0,0.0,4,-0.25
game_20260824.z8,20260824,1,train,random_uniform,go east,0.25,0.5,0.49,4,0.1875
game_20260824.z8,20260824,1,train,random_uniform,go north,0.0,0.0,0.0,4,-0.0625
game_20260824.z8,20260824,1,train,random_uniform,inventory,0.0,0.0,0.0,4,-0.0625
game_20260824.z8,20260824,1,train,random_uniform,look,0.0,0.0,0.0,4,-0.0625
game_20260824.z8,20260824,2,train,oracle_success,close locker,0.0,0.0,0.0,4,0.0
game_20260824.z8,20260824,2,train,oracle_success,examine bed,0.0,0.0,0.0,4,0.0
game_20260824.z8,20260824,2,train,oracle_success,examine locker,0.0,0.0,0.0,4,0.0
game_20260824.z8,20260824,2,train,oracle_success,examine pillow,0.0,0.0,0.0,4,0.0
game_20260824.z8,20260824,2,train,oracle_success,go west,0.0,0.0,0.0,4,0.0
game_20260824.z8,20260824,2,train,oracle_success,inventory,0.0,0.0,0.0,4,0.0
game_20260824.z8,20260824,2,train,random_uniform,close locker,0.5,0.5773502691896257,0.5658032638058332,4,0.08333333333333331
game_20260824.z8,20260824,2,train,random_uniform,examine bed,0.5,0.5773502691896257,0.5658032638058332,4,0.08333333333333331
game_20260824.z8,20260824,2,train,random_uniform,examine locker,0.5,0.5773502691896257,0.5658032638058332,4,0.08333333333333331
game_20260824.z8,20260824,2,train,random_uniform,examine pillow,0.5,0.5773502691896257,0.5658032638058332,4,0.08333333333333331
game_20260824.z8,20260824,2,train,random_uniform,go west,0.0,0.0,0.0,4,-0.4166666666666667
game_20260824.z8,20260824,2,train,random_uniform,inventory,0.5,0.5773502691896257,0.5658032638058332,4,0.08333333333333331
game_20260825.z8,20260825,0,train,oracle_success,drop Henderson's style key,0.0,0.0,0.0,4,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,drop cashew,0.0,0.0,0.0,4,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,eat cashew,0.0,0.0,0.0,4,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,examine Henderson's style key,0.0,0.0,0.0,4,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,examine cashew,0.0,0.0,0.0,4,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,go east,1.0,0.0,0.0,4,0.8333333333333334
game_20260825.z8,20260825,0,train,random_uniform,drop Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,0,train,random_uniform,drop cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,0,train,random_uniform,eat cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,0,train,random_uniform,examine Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,0,train,random_uniform,examine cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,0,train,random_uniform,go east,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,oracle_success,drop Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,oracle_success,drop cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,oracle_success,eat cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,oracle_success,examine Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,oracle_success,examine Henderson's style locker,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,oracle_success,examine cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,random_uniform,drop Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,random_uniform,drop cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,random_uniform,eat cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,random_uniform,examine Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,random_uniform,examine Henderson's style locker,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,1,train,random_uniform,examine cashew,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,oracle_success,drop Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,oracle_success,examine Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,oracle_success,examine Henderson's style locker,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,oracle_success,go north,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,oracle_success,go west,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,oracle_success,inventory,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,random_uniform,drop Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,random_uniform,examine Henderson's style key,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,random_uniform,examine Henderson's style locker,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,random_uniform,go north,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,random_uniform,go west,0.0,0.0,0.0,4,0.0
game_20260825.z8,20260825,2,train,random_uniform,inventory,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,0,test,oracle_success,examine rack,0.0,0.0,0.0,4,-0.25
game_20260826.z8,20260826,0,test,oracle_success,go east,1.0,0.0,0.0,4,0.75
game_20260826.z8,20260826,0,test,oracle_success,inventory,0.0,0.0,0.0,4,-0.25
game_20260826.z8,20260826,0,test,oracle_success,look,0.0,0.0,0.0,4,-0.25
game_20260826.z8,20260826,0,test,random_uniform,examine rack,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,0,test,random_uniform,go east,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,0,test,random_uniform,inventory,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,0,test,random_uniform,look,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,oracle_success,close cabinet,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,oracle_success,examine cabinet,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,oracle_success,examine counter,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,oracle_success,examine shirt,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,oracle_success,examine stand,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,oracle_success,go north,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,random_uniform,close cabinet,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,random_uniform,examine cabinet,0.0,0.0,0.0,4,0.0
game_20260826.z8,20260826,1,test,random_uniform,examine counter,0.0,0.0,0.0,4,0.0
