game,seed,t,split,policy,action,mean,std,ci95,n,advantage
game_20260819.z8,20260819,2,train,random_uniform,go north,0.0,0.0,0.0,2,0.0
game_20260819.z8,20260819,2,train,random_uniform,go west,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,oracle_success,examine locker,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,oracle_success,examine non-euclidean locker,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,oracle_success,go west,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,oracle_success,inventory,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,oracle_success,look,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,oracle_success,open locker,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,random_uniform,examine locker,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,random_uniform,examine non-euclidean locker,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,random_uniform,go west,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,random_uniform,inventory,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,random_uniform,look,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,0,train,random_uniform,open locker,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,1,train,oracle_success,go east,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,1,train,oracle_success,go south,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,1,train,oracle_success,inventory,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,1,train,oracle_success,look,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,1,train,random_uniform,go east,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,1,train,random_uniform,go south,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,1,train,random_uniform,inventory,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,1,train,random_uniform,look,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,oracle_success,examine napkin,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,oracle_success,go north,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,oracle_success,inventory,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,oracle_success,look,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,oracle_success,take napkin,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,random_uniform,examine napkin,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,random_uniform,go north,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,random_uniform,inventory,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,random_uniform,look,0.0,0.0,0.0,2,0.0
game_20260820.z8,20260820,2,train,random_uniform,take napkin,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,oracle_success,drop fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,oracle_success,drop tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,oracle_success,eat fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,oracle_success,examine fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,oracle_success,examine safe,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,oracle_success,examine tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,random_uniform,drop fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,random_uniform,drop tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,random_uniform,eat fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,random_uniform,examine fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,random_uniform,examine safe,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,0,train,random_uniform,examine tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,oracle_success,drop fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,oracle_success,drop tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,oracle_success,eat fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,oracle_success,examine fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,oracle_success,examine safe,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,oracle_success,examine tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,random_uniform,drop fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,random_uniform,drop tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,random_uniform,eat fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,random_uniform,examine fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,random_uniform,examine safe,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,1,train,random_uniform,examine tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,oracle_success,drop fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,oracle_success,drop tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,oracle_success,eat fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,oracle_success,examine fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,oracle_success,examine safe,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,oracle_success,examine tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,random_uniform,drop fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,random_uniform,drop tv,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,random_uniform,eat fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,random_uniform,examine fondue,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,random_uniform,examine safe,0.0,0.0,0.0,2,0.0
game_20260821.z8,20260821,2,train,random_uniform,examine tv,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,oracle_success,drop Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,oracle_success,drop pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,oracle_success,examine Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,oracle_success,examine bug,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,oracle_success,examine pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,oracle_success,go south,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,random_uniform,drop Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,random_uniform,drop pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,random_uniform,examine Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,random_uniform,examine bug,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,random_uniform,examine pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,0,train,random_uniform,go south,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,oracle_success,drop Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,oracle_success,drop pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,oracle_success,examine Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,oracle_success,examine bug,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,oracle_success,examine pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,oracle_success,go south,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,random_uniform,drop Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,random_uniform,drop pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,random_uniform,examine Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,random_uniform,examine bug,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,random_uniform,examine pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,1,train,random_uniform,go south,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,oracle_success,drop Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,oracle_success,drop pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,oracle_success,examine Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,oracle_success,examine pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,oracle_success,go north,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,oracle_success,go west,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,random_uniform,drop Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,random_uniform,drop pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,random_uniform,examine Comic Strip Calendar,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,random_uniform,examine pair of pants,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,random_uniform,go north,0.0,0.0,0.0,2,0.0
game_20260822.z8,20260822,2,train,random_uniform,go west,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,oracle_success,drop legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,oracle_success,eat legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,oracle_success,examine bench,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,oracle_success,examine insect,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,oracle_success,examine legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,oracle_success,go south,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,random_uniform,drop legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,random_uniform,eat legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,random_uniform,examine bench,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,random_uniform,examine insect,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,random_uniform,examine legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,0,train,random_uniform,go south,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,oracle_success,drop legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,oracle_success,eat legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,oracle_success,examine gummy bear,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,oracle_success,examine legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,oracle_success,go north,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,oracle_success,go west,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,random_uniform,drop legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,random_uniform,eat legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,random_uniform,examine gummy bear,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,random_uniform,examine legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,random_uniform,go north,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,1,train,random_uniform,go west,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,oracle_success,examine gummy bear,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,oracle_success,examine legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,oracle_success,go north,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,oracle_success,go west,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,oracle_success,inventory,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,oracle_success,look,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,random_uniform,examine gummy bear,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,random_uniform,examine legume,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,random_uniform,go north,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,random_uniform,go west,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,random_uniform,inventory,0.0,0.0,0.0,2,0.0
game_20260823.z8,20260823,2,train,random_uniform,look,0.0,0.0,0.0,2,0.0
game_20260824.z8,20260824,0,train,oracle_success,examine bowl,0.0,0.0,0.0,2,-0.16666666666666666
game_20260824.z8,20260824,0,train,oracle_success,examine gummy bear,0.0,0.0,0.0,2,-0.16666666666666666
game_20260824.z8,20260824,0,train,oracle_success,go south,1.0,0.0,0.0,2,0.8333333333333334
game_20260824.z8,20260824,0,train,oracle_success,inventory,0.0,0.0,0.0,2,-0.16666666666666666
game_20260824.z8,20260824,0,train,oracle_success,look,0.0,0.0,0.0,2,-0.16666666666666666
game_20260824.z8,20260824,0,train,oracle_success,take gummy bear,0.0,0.0,0.0,2,-0.16666666666666666
game_20260824.z8,20260824,0,train,random_uniform,examine bowl,0.0,0.0,0.0,2,-0.08333333333333333
game_20260824.z8,20260824,0,train,random_uniform,examine gummy bear,0.0,0.0,0.0,2,-0.08333333333333333
game_20260824.z8,20260824,0,train,random_uniform,go south,0.5,0.7071067811865476,0.9799999999999999,2,0.4166666666666667
game_20260824.z8,20260824,0,train,random_uniform,inventory,0.0,0.0,0.0,2,-0.08333333333333333
game_20260824.z8,20260824,0,train,random_uniform,look,0.0,0.0,0.0,2,-0.08333333333333333
game_20260824.z8,20260824,0,train,random_uniform,take gummy bear,0.0,0.0,0.0,2,-0.08333333333333333
game_20260824.z8,20260824,1,train,oracle_success,go east,1.0,0.0,0.0,2,0.75
game_20260824.z8,20260824,1,train,oracle_success,go north,0.0,0.0,0.0,2,-0.25
game_20260824.z8,20260824,1,train,oracle_success,inventory,0.0,0.0,0.0,2,-0.25
game_20260824.z8,20260824,1,train,oracle_success,look,0.0,0.0,0.0,2,-0.25
game_20260824.z8,20260824,1,train,random_uniform,go east,0.5,0.7071067811865476,0.9799999999999999,2,0.375
game_20260824.z8,20260824,1,train,random_uniform,go north,0.0,0.0,0.0,2,-0.125
game_20260824.z8,20260824,1,train,random_uniform,inventory,0.0,0.0,0.0,2,-0.125
game_20260824.z8,20260824,1,train,random_uniform,look,0.0,0.0,0.0,2,-0.125
game_20260824.z8,20260824,2,train,oracle_success,close locker,0.0,0.0,0.0,2,0.0
game_20260824.z8,20260824,2,train,oracle_success,examine bed,0.0,0.0,0.0,2,0.0
game_20260824.z8,20260824,2,train,oracle_success,examine locker,0.0,0.0,0.0,2,0.0
game_20260824.z8,20260824,2,train,oracle_success,examine pillow,0.0,0.0,0.0,2,0.0
game_20260824.z8,20260824,2,train,oracle_success,go west,0.0,0.0,0.0,2,0.0
game_20260824.z8,20260824,2,train,oracle_success,inventory,0.0,0.0,0.0,2,0.0
game_20260824.z8,20260824,2,train,random_uniform,close locker,0.5,0.7071067811865476,0.9799999999999999,2,0.08333333333333331
game_20260824.z8,20260824,2,train,random_uniform,examine bed,0.5,0.7071067811865476,0.9799999999999999,2,0.08333333333333331
game_20260824.z8,20260824,2,train,random_uniform,examine locker,0.5,0.7071067811865476,0.9799999999999999,2,0.08333333333333331
game_20260824.z8,20260824,2,train,random_uniform,examine pillow,0.5,0.7071067811865476,0.9799999999999999,2,0.08333333333333331
game_20260824.z8,20260824,2,train,random_uniform,go west,0.0,0.0,0.0,2,-0.4166666666666667
game_20260824.z8,20260824,2,train,random_uniform,inventory,0.5,0.7071067811865476,0.9799999999999999,2,0.08333333333333331
game_20260825.z8,20260825,0,train,oracle_success,drop Henderson's style key,0.0,0.0,0.0,2,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,drop cashew,0.0,0.0,0.0,2,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,eat cashew,0.0,0.0,0.0,2,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,examine Henderson's style key,0.0,0.0,0.0,2,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,examine cashew,0.0,0.0,0.0,2,-0.16666666666666666
game_20260825.z8,20260825,0,train,oracle_success,go east,1.0,0.0,0.0,2,0.8333333333333334
game_20260825.z8,20260825,0,train,random_uniform,drop Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,0,train,random_uniform,drop cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,0,train,random_uniform,eat cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,0,train,random_uniform,examine Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,0,train,random_uniform,examine cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,0,train,random_uniform,go east,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,oracle_success,drop Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,oracle_success,drop cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,oracle_success,eat cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,oracle_success,examine Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,oracle_success,examine Henderson's style locker,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,oracle_success,examine cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,random_uniform,drop Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,random_uniform,drop cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,random_uniform,eat cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,random_uniform,examine Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,random_uniform,examine Henderson's style locker,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,1,train,random_uniform,examine cashew,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,oracle_success,drop Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,oracle_success,examine Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,oracle_success,examine Henderson's style locker,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,oracle_success,go north,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,oracle_success,go west,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,oracle_success,inventory,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,random_uniform,drop Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,random_uniform,examine Henderson's style key,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,random_uniform,examine Henderson's style locker,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,random_uniform,go north,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,random_uniform,go west,0.0,0.0,0.0,2,0.0
game_20260825.z8,20260825,2,train,random_uniform,inventory,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,0,train,oracle_success,examine rack,0.0,0.0,0.0,2,-0.25
game_20260826.z8,20260826,0,train,oracle_success,go east,1.0,0.0,0.0,2,0.75
game_20260826.z8,20260826,0,train,oracle_success,inventory,0.0,0.0,0.0,2,-0.25
game_20260826.z8,20260826,0,train,oracle_success,look,0.0,0.0,0.0,2,-0.25
game_20260826.z8,20260826,0,train,random_uniform,examine rack,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,0,train,random_uniform,go east,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,0,train,random_uniform,inventory,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,0,train,random_uniform,look,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,oracle_success,close cabinet,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,oracle_success,examine cabinet,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,oracle_success,examine counter,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,oracle_success,examine shirt,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,oracle_success,examine stand,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,oracle_success,go north,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,random_uniform,close cabinet,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,random_uniform,examine cabinet,0.0,0.0,0.0,2,0.0
game_20260826.z8,20260826,1,train,random_uniform,examine counter,0.0,0.0,0.0,2,0.0
